0.52977,-0.02021
0.52976,-0.08277
0.52975,-0.14533
0.52975,-0.20789
0.52974,-0.27045
0.52973,-0.33301
0.52973,-0.39557
0.52972,-0.45813
0.52971,-0.52069
0.5297,-0.58325
0.5297,-0.64581
0.52969,-0.70837
0.52968,-0.77093
0.52968,-0.83349
0.52967,-0.89605
0.52966,-0.95861
0.52965,-1.0212
0.52965,-1.0837
0.52964,-1.1463
0.52963,-1.2088
0.52962,-1.2714
0.52962,-1.334
0.52961,-1.3965
0.5296,-1.4591
0.5296,-1.5216
0.52959,-1.5842
0.52958,-1.6468
0.52957,-1.7093
0.52957,-1.7719
0.52956,-1.8344
0.52955,-1.897
0.52955,-1.9596
0.52954,-2.0221
0.52953,-2.0847
0.52952,-2.1472
0.52952,-2.2098
0.52951,-2.2724
0.5295,-2.3349
0.52949,-2.3975
0.52949,-2.46
0.52948,-2.5226
0.52947,-2.5852
0.52947,-2.6477
0.52946,-2.7103
0.52945,-2.7728
0.52944,-2.8354
0.52944,-2.898
0.52943,-2.9605
0.52942,-3.0231
0.52942,-3.0856
0.52941,-3.1482
0.5294,-3.2108
0.52939,-3.2733
0.52939,-3.3359
0.52938,-3.3984
0.52937,-3.461
0.52936,-3.5236
0.52936,-3.5861
0.52935,-3.6487
0.52934,-3.7112
0.52934,-3.7738
0.52933,-3.8364
0.52932,-3.8989
0.52931,-3.9615
0.52931,-4.024
0.5293,-4.0866
0.52929,-4.1492
0.52929,-4.2117
0.52928,-4.2743
0.52927,-4.3368
0.52926,-4.3994
0.52926,-4.462
0.52925,-4.5245
0.52924,-4.5871
0.52924,-4.6496
0.52923,-4.7122
0.52922,-4.7748
0.52921,-4.8373
0.52921,-4.8999
0.5292,-4.9624
0.52919,-5.025
0.52918,-5.0876
0.52918,-5.1501
0.52917,-5.2127
0.52916,-5.2752
0.52916,-5.3378
0.52915,-5.4004
0.52914,-5.4629
0.52913,-5.5255
0.52913,-5.588
0.52912,-5.6506
0.52911,-5.7132
0.52911,-5.7757
0.5291,-5.8383
0.52909,-5.9008
0.52908,-5.9634
0.52908,-6.026
0.52907,-6.0885
0.52906,-6.1511
0.52905,-6.2136
0.52905,-6.2762
0.52904,-6.3387
0.52903,-6.4013
0.52903,-6.4639
0.52902,-6.5264
0.52901,-6.589
0.529,-6.6515
0.529,-6.7141
0.52899,-6.7767
0.52898,-6.8392
0.52898,-6.9018
0.52897,-6.9643
0.52896,-7.0269
0.52895,-7.0895
0.52895,-7.152
0.52894,-7.2146
0.52893,-7.2771
0.52892,-7.3397
0.52892,-7.4023
0.52891,-7.4648
0.5289,-7.5274
0.5289,-7.5899
0.52889,-7.6525
0.52888,-7.7151
0.52887,-7.7776
0.52887,-7.8402
0.52886,-7.9027
0.52885,-7.9653
0.52885,-8.0279
0.52884,-8.0904
0.52883,-8.153
0.52882,-8.2155
0.52882,-8.2781
0.52881,-8.3407
0.5288,-8.4032
0.5288,-8.4658
0.52879,-8.5283
0.52878,-8.5909
0.52877,-8.6535
0.52877,-8.716
0.52876,-8.7786
0.52875,-8.8411
0.52874,-8.9037
0.52874,-8.9663
0.52873,-9.0288
0.52872,-9.0914
0.52872,-9.1539
0.52871,-9.2165
0.5287,-9.2791
0.52869,-9.3416
0.52869,-9.4042
0.52868,-9.4667
0.52867,-9.5293
0.52867,-9.5919
0.52866,-9.6544
0.52865,-9.717
0.52864,-9.7795
0.52864,-9.8421
0.52863,-9.9047
0.52862,-9.9672
0.52861,-10.03
0.52861,-10.092
0.5286,-10.155
0.52859,-10.217
0.52859,-10.28
0.52858,-10.343
0.52857,-10.405
0.52856,-10.468
0.52856,-10.53
0.52855,-10.593
0.52854,-10.655
0.52854,-10.718
0.52853,-10.78
0.52852,-10.843
0.52851,-10.906
0.52851,-10.968
0.5285,-11.031
0.52849,-11.093
0.52848,-11.156
0.52848,-11.218
0.52847,-11.281
0.52846,-11.344
0.52846,-11.406
0.52845,-11.469
0.52844,-11.531
0.52843,-11.594
0.52843,-11.656
0.52842,-11.719
0.52841,-11.781
0.52841,-11.844
0.5284,-11.907
0.52839,-11.969
0.52838,-12.032
0.52838,-12.094
0.52837,-12.157
0.52836,-12.219
0.52836,-12.282
0.52835,-12.344
0.52834,-12.407
0.52833,-12.47
0.52833,-12.532
0.52832,-12.595
0.52831,-12.657
0.5283,-12.72
0.5283,-12.782
0.52829,-12.845
